zone,population,placename,category,description,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,2024,2025,last12mos,total_prior3years,avg_prior3years,inc_19to22,inc_19tolast12,inc_22tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate_last12,rate_prior3years
06,8200,Bordeaux and Holiday Park,Other/Unknown,ASSAULT - DOMESTIC VIOLENCE,21,24,30,20,23,29,35,21,18,29,53,26,36,28,16,0,1,115,38.3,24.1,-96.6,-97.2,-97,353.7,646.3,317.1,439,12.2,467.1
06,8200,Bordeaux and Holiday Park,Other/Unknown,ASSAULT - NON PHYSICAL,7,3,1,0,1,4,2,4,1,0,0,0,1,1,4,0,0,1,0.3,NA,NA,-100,-100,0,0,0,12.2,0,3.7
06,8200,Bordeaux and Holiday Park,Other/Unknown,ASSAULT - PHYSICAL OFFICER,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,ASSAULT - SIMPLE DOMESTIC,15,35,41,61,39,59,64,49,48,27,27,13,25,22,33,46,55,65,21.7,-7.4,103.7,120,153,329.3,329.3,158.5,304.9,670.7,264.6
06,8200,Bordeaux and Holiday Park,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,65,45,61,77,58,72,76,84,53,63,53,56,72,67,74,59,85,181,60.3,14.3,34.9,18.1,41,768.3,646.3,682.9,878,1036.6,735.4
06,8200,Bordeaux and Holiday Park,Other/Unknown,COUNTERFEIT - BUY / RECEIVE,2,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0.3,0,0,0,233,12.2,0,0,12.2,12.2,3.7
06,8200,Bordeaux and Holiday Park,Other/Unknown,COUNTERFEIT - POSSESSION / CONCEAL,1,3,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,12.2,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,COUNTERFEIT - USING,2,5,1,12,3,11,12,7,4,3,9,4,2,7,1,4,4,15,5,-33.3,33.3,100,-20,36.6,109.8,48.8,24.4,48.8,61
06,8200,Bordeaux and Holiday Park,Other/Unknown,EMBEZZLEMENT - ALL OTHER,5,9,9,9,6,9,1,1,8,4,1,7,7,4,3,6,6,15,5,75,50,-14.3,20,48.8,12.2,85.4,85.4,73.2,61
06,8200,Bordeaux and Holiday Park,Other/Unknown,FORGERY -  PRESCRIPTIONS,6,5,2,4,2,10,7,1,1,0,1,0,0,0,0,0,0,1,0.3,NA,NA,NA,-100,0,12.2,0,0,0,3.7
06,8200,Bordeaux and Holiday Park,Other/Unknown,FORGERY - BUY / RECEIVE,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,12.2,0,0,3.7
06,8200,Bordeaux and Holiday Park,Other/Unknown,FORGERY - USING / UTTERING,12,15,4,8,7,9,9,9,7,7,9,8,13,2,0,0,0,30,10,85.7,-100,-100,-100,85.4,109.8,97.6,158.5,0,122
06,8200,Bordeaux and Holiday Park,Other/Unknown,FORGERY AND UTTERING,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,FRAUD - CREDIT CARD / ATM,19,20,19,21,20,21,21,17,37,34,26,22,49,15,15,19,22,97,32.3,44.1,-35.3,-55.1,-32,414.6,317.1,268.3,597.6,268.3,393.9
06,8200,Bordeaux and Holiday Park,Other/Unknown,FRAUD - FALSE PRETENSE,30,28,23,25,23,29,28,39,39,37,20,27,37,25,27,20,25,84,28,0,-32.4,-32.4,-11,451.2,243.9,329.3,451.2,304.9,341.5
06,8200,Bordeaux and Holiday Park,Other/Unknown,FRAUD - IMPERSONATION,4,6,6,11,8,20,11,6,2,4,1,1,3,3,3,0,1,5,1.7,-25,-75,-66.7,-41,48.8,12.2,12.2,36.6,12.2,20.7
06,8200,Bordeaux and Holiday Park,Other/Unknown,FRAUD - LARCENY BY TRICKERY,1,1,1,0,4,1,2,5,2,2,2,3,2,3,4,4,5,7,2.3,0,150,150,117,24.4,24.4,36.6,24.4,61,28
06,8200,Bordeaux and Holiday Park,Other/Unknown,FRAUD - OTHER,26,22,18,30,31,20,20,12,22,5,12,3,7,4,5,12,13,22,7.3,40,160,85.7,78,61,146.3,36.6,85.4,158.5,89
06,8200,Bordeaux and Holiday Park,Other/Unknown,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,16,24,27,29,22,22,23,20,21,13,24,15,24,13,13,7,7,63,21,84.6,-46.2,-70.8,-67,158.5,292.7,182.9,292.7,85.4,256.1
06,8200,Bordeaux and Holiday Park,Other/Unknown,FRAUD - WORTHLESS CHECK,5,2,3,4,2,4,2,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,OTHER - THREATENING PHONE CALL,3,5,9,6,2,2,3,2,3,0,0,0,1,4,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,12.2,0,3.7
06,8200,Bordeaux and Holiday Park,Other/Unknown,PHYSICAL ASLT - SEXUAL MOTIVE,1,6,4,0,2,7,2,6,5,2,1,0,0,1,1,2,3,1,0.3,-100,50,NA,900,24.4,12.2,0,0,36.6,3.7
06,8200,Bordeaux and Holiday Park,Other/Unknown,SIMPLE ASLT ALL OTHER,4,10,6,4,1,5,9,6,4,13,3,5,2,2,2,0,1,10,3.3,-84.6,-92.3,-50,-70,158.5,36.6,61,24.4,12.2,40.2
06,8200,Bordeaux and Holiday Park,Other/Unknown,STOLEN PROPERTY - POSSESSION,7,4,5,12,10,7,14,13,16,1,6,3,7,4,7,15,17,16,5.3,600,1600,142.9,221,12.2,73.2,36.6,85.4,207.3,64.6
06,8200,Bordeaux and Holiday Park,Other/Unknown,STOLEN PROPERTY - TRANSPORTING,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,145,156,146,145,136,135,125,139,106,104,103,93,136,108,75,100,113,332,110.7,30.8,8.7,-16.9,2,1268.3,1256.1,1134.1,1658.5,1378,1350
06,8200,Bordeaux and Holiday Park,Robbery,ROBBERY - BUSINESS,11,9,12,9,2,1,5,5,3,2,3,3,2,1,2,0,0,8,2.7,0,-100,-100,-100,24.4,36.6,36.6,24.4,0,32.9
06,8200,Bordeaux and Holiday Park,Robbery,ROBBERY - INDIVIDUAL,19,19,27,22,20,13,18,11,10,8,8,5,9,8,7,11,11,22,7.3,12.5,37.5,22.2,51,97.6,97.6,61,109.8,134.1,89
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - ALL OTHER,186,213,240,222,168,143,96,80,45,62,56,50,76,88,80,81,102,182,60.7,22.6,64.5,34.2,68,756.1,682.9,609.8,926.8,1243.9,740.2
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - AUTOMOBILE ACCESSORIES,34,33,35,46,38,33,44,21,28,33,34,36,58,32,13,18,23,128,42.7,75.8,-30.3,-60.3,-46,402.4,414.6,439,707.3,280.5,520.7
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - BICYCLE,3,5,5,3,1,2,2,8,4,2,2,1,2,2,3,4,6,5,1.7,0,200,200,253,24.4,24.4,12.2,24.4,73.2,20.7
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - COIN-OPERATED DEVICE,3,1,1,1,0,1,4,0,1,0,1,2,3,3,0,0,0,6,2,NA,NA,-100,-100,0,12.2,24.4,36.6,0,24.4
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - FROM BUILDING,13,30,32,22,10,43,74,69,85,68,56,46,55,36,27,34,45,157,52.3,-19.1,-33.8,-18.2,-14,829.3,682.9,561,670.7,548.8,637.8
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - FROM MOTOR VEHICLE,133,115,98,140,105,120,116,95,92,100,80,74,98,69,84,64,81,252,84,-2,-19,-17.3,-4,1219.5,975.6,902.4,1195.1,987.8,1024.4
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - GAS,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - PURSESNATCHING,2,2,2,1,2,0,1,0,1,1,0,0,0,1,0,1,1,0,0,-100,0,NA,NA,12.2,0,0,0,12.2,0
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - SHOPLIFTING,108,104,112,98,113,153,150,123,102,87,95,63,55,60,67,48,64,213,71,-36.8,-26.4,16.4,-10,1061,1158.5,768.3,670.7,780.5,865.9
06,8200,Bordeaux and Holiday Park,Other/Unknown,BEATING TAXI FARE,0,2,0,1,0,0,3,2,2,2,1,0,0,1,0,0,0,1,0.3,-100,-100,NA,-100,24.4,12.2,0,0,0,3.7
06,8200,Bordeaux and Holiday Park,Other/Unknown,COUNTERFEIT - MANUFACTURE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,FRAUD - COMPUTER,0,1,1,0,1,2,0,1,5,20,24,25,21,6,5,8,8,70,23.3,5,-60,-61.9,-66,243.9,292.7,304.9,256.1,97.6,284.1
06,8200,Bordeaux and Holiday Park,Other/Unknown,HOMICIDE NEGLIGENCE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Aggravated Assault,AGGRAVATED ASSAULT - OFFICER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Aggravated Assault,SHOOTING INTO OCCUPIED DWELLING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,ALL OTHER - BLACKMAIL/EXTORTION,0,0,1,1,0,0,0,0,3,1,1,0,2,1,1,0,0,3,1,100,-100,-100,-100,12.2,12.2,0,24.4,0,12.2
06,8200,Bordeaux and Holiday Park,Other/Unknown,COUNTERFEIT - SELL / DELIVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,EMBEZZLEMENT - WIRE/COMPUTER/ELECTRONIC MANIPULATION,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,12.2,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,NON-PHYSICAL ASSAULT SEXUAL MOTIVE,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,-100,-100,NA,NA,24.4,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - POCKET-PICKING,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,0,0,0,2,1,0,2,3,6,6,2,2,2,5,5,3,4,6,2,-66.7,-33.3,100,100,73.2,24.4,24.4,24.4,48.8,24.4
06,8200,Bordeaux and Holiday Park,Aggravated Assault,AGG ASSAULT DOMESTIC MISD,0,0,0,5,1,3,4,15,14,13,7,12,13,12,3,0,2,32,10.7,0,-84.6,-84.6,-81,158.5,85.4,146.3,158.5,24.4,130.5
06,8200,Bordeaux and Holiday Park,Aggravated Assault,AGG ASSAULT FELONY,0,0,0,10,12,5,14,6,9,9,8,13,18,22,18,17,22,39,13,100,144.4,22.2,69,109.8,97.6,158.5,219.5,268.3,158.5
06,8200,Bordeaux and Holiday Park,Aggravated Assault,AGG ASSAULT MISDEMEANOR,0,0,0,9,9,12,29,27,22,24,28,21,29,22,15,9,10,78,26,20.8,-58.3,-65.5,-62,292.7,341.5,256.1,353.7,122,317.1
06,8200,Bordeaux and Holiday Park,Aggravated Assault,AGG ASSAULT OFFICER MISD,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,3,1,0,-100,-100,-100,12.2,12.2,12.2,12.2,0,12.2
06,8200,Bordeaux and Holiday Park,Aggravated Assault,SHOOT INTO OCCUP DWELL FEL,0,0,0,3,1,2,4,3,4,7,7,7,3,5,2,0,2,17,5.7,-57.1,-71.4,-33.3,-65,85.4,85.4,85.4,36.6,24.4,69.5
06,8200,Bordeaux and Holiday Park,Burglary,BURGLARY - FORCE ENTRY - RES - HOMEINVS,0,0,0,5,2,3,1,1,0,0,1,1,1,2,2,0,1,3,1,NA,NA,0,0,0,12.2,12.2,12.2,12.2,12.2
06,8200,Bordeaux and Holiday Park,Other/Unknown,ASSAULT - SIMPLE - OFFICER,0,0,0,4,3,2,3,3,5,4,4,3,7,1,1,4,5,14,4.7,75,25,-28.6,6,48.8,48.8,36.6,85.4,61,57.3
06,8200,Bordeaux and Holiday Park,Other/Unknown,COUNTERFEIT- UNDETERMINED,0,0,0,4,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,12.2,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Robbery,ROBBERY - SHOPLIFTING ESCALATION,0,0,0,3,2,1,3,3,0,2,1,0,1,3,0,2,2,2,0.7,-50,0,100,186,24.4,12.2,0,12.2,24.4,8.5
06,8200,Bordeaux and Holiday Park,Robbery,ROBBERY OF DELIVERY DRIVER,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,FORGERY - UNDETERMINED,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,-100,-100,0,0,0,12.2,0,3.7
06,8200,Bordeaux and Holiday Park,Aggravated Assault,SHOOT INTO OCCUP VEH FEL,0,0,0,0,0,2,0,1,0,3,4,2,4,0,2,1,2,10,3.3,33.3,-33.3,-50,-39,36.6,48.8,24.4,48.8,24.4,40.2
06,8200,Bordeaux and Holiday Park,Theft,LARCENY - MEDICATION,0,0,0,0,0,9,6,11,8,4,6,7,3,6,3,2,3,16,5.3,-25,-25,0,-43,48.8,73.2,85.4,36.6,36.6,64.6
06,8200,Bordeaux and Holiday Park,Aggravated Assault,AGG ASSAULT OFFICER FELONY,0,0,0,0,0,0,1,0,1,0,0,1,2,4,0,2,2,3,1,NA,NA,0,100,0,0,12.2,24.4,24.4,12.2
06,8200,Bordeaux and Holiday Park,Other/Unknown,ASSAULT - NON PHYSICAL OFFICER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,STOLEN PROPERTY - BUY / RECEIVE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,FRAUD - WELFARE,0,0,0,0,0,0,0,0,4,3,0,1,0,3,1,0,0,1,0.3,-100,-100,NA,-100,36.6,0,12.2,0,0,3.7
06,8200,Bordeaux and Holiday Park,Other/Unknown,IDENTITY THEFT,0,0,0,0,0,0,0,0,4,12,11,9,13,11,10,9,12,33,11,8.3,0,-7.7,9,146.3,134.1,109.8,158.5,146.3,134.1
06,8200,Bordeaux and Holiday Park,Other/Unknown,UNAUTHORIZED USE OF MOTOR VEHICLE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Motor Vehicle Theft,MOTOR VEHICLE THEFT - RECREATIONAL VEHICLE,0,0,0,0,0,0,0,0,0,3,0,2,1,1,2,2,2,3,1,-66.7,-33.3,100,100,36.6,0,24.4,12.2,24.4,12.2
06,8200,Bordeaux and Holiday Park,Burglary,BURGLARY - SHOPLIFTING ESCALATION,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,2,2,10,3.3,NA,NA,-50,-39,0,36.6,36.6,48.8,24.4,40.2
06,8200,Bordeaux and Holiday Park,Aggravated Assault,AGG ASLT SEX MOTIVE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,12.2,0,0,3.7
06,8200,Bordeaux and Holiday Park,Aggravated Assault,ASSAULT EMERGENCY PERSONNEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Burglary,BREAKING AND ENTERING - BUILDING,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Burglary,BREAKING OR ENTERING BUILDINGS GENERALLY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,EMBEZZLEMENT - VIA PAPER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,HACKING/COMPUTER INVASION,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,INJURY TO PERSONAL PROPERTY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Robbery,COMMON LAW ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Aggravated Assault,ASSAULT ON EMERGENCY PERSONNEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Aggravated Assault,ASSAULT WITH DEADLY WEAPON WITH INTENT TO KILL ISI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,ASSAULT ON FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,ASSAULT-SIMPLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,COMMUNICATING THREATS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0,0,0,12.2,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,CYBERSTALKING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,FRAUD-CREDIT CARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0,0,0,12.2,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,MISUSE OF 911 SYSTEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,POSSESSING STOLEN GOODS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,NA,NA,NA,NA,0,0,0,0,12.2,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,SIMPLE ASSAULT SIMPLE ASSAULT&BATTERY OR AFFRAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,VANDALISM-TO REAL PROPERTY WILLFUL AND WANTON INJURY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0,0,0,12.2,0
06,8200,Bordeaux and Holiday Park,Theft,B&E-VEHICLE - OTHER MOTOR VEHICLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
06,8200,Bordeaux and Holiday Park,Theft,LARCENY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0,0,0,12.2,0
06,8200,Bordeaux and Holiday Park,Theft,SHOPLIFTING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0,0,0,12.2,0
06,8200,Bordeaux and Holiday Park,Aggravated Assault,ASSAULT BY POINTING A GUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,0,0,0,0,24.4,0
06,8200,Bordeaux and Holiday Park,Other/Unknown,WEAPON - POSSESSION / CONCEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,0,12.2,0
07,3600,Haymount,Aggravated Assault,AGGRAVATED ASSAULT,11,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
07,3600,Haymount,Aggravated Assault,AGGRAVATED ASSAULT - DOMESTIC,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
07,3600,Haymount,Aggravated Assault,ALL OTHER,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
07,3600,Haymount,Burglary,BURGLARY - FORCIBLE ENTRY - BUSINESS,9,15,9,8,6,2,2,3,8,3,6,4,5,3,3,4,5,15,5,66.7,66.7,0,0,83.3,166.7,111.1,138.9,138.9,138.9
07,3600,Haymount,Burglary,BURGLARY - FORCIBLE ENTRY - RESIDENCE,51,59,73,40,43,31,26,20,19,21,16,12,25,15,8,16,20,53,17.7,19,-4.8,-20,13,583.3,444.4,333.3,694.4,555.6,491.7
07,3600,Haymount,Burglary,BURGLARY - NO FORCE ENTRY - RESIDENCE,12,9,15,14,8,11,12,11,13,10,12,6,11,9,5,4,4,29,9.7,10,-60,-63.6,-59,277.8,333.3,166.7,305.6,111.1,269.4
07,3600,Haymount,Motor Vehicle Theft,MOTOR VEHICLE THEFT - AUTOMOBILE,9,12,5,8,7,5,4,3,1,5,5,5,4,11,6,5,5,14,4.7,-20,0,25,6,138.9,138.9,138.9,111.1,138.9,130.6
07,3600,Haymount,Motor Vehicle Theft,MOTOR VEHICLE THEFT - OTHER VEHICLE,2,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0.3,0,0,0,233,27.8,0,0,27.8,27.8,8.3
07,3600,Haymount,Other/Unknown,ALL OTHER - COMMUNICATING THREATS,8,18,13,17,15,11,22,21,11,9,6,11,13,7,12,5,7,30,10,44.4,-22.2,-46.2,-30,250,166.7,305.6,361.1,194.4,277.8
07,3600,Haymount,Other/Unknown,ALL OTHER - KIDNAPPING,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,0,0,0,0,27.8,0
07,3600,Haymount,Other/Unknown,ASSAULT - DOMESTIC VIOLENCE,14,12,9,7,8,7,16,9,4,8,9,2,9,7,4,0,1,20,6.7,12.5,-87.5,-88.9,-85,222.2,250,55.6,250,27.8,186.1
07,3600,Haymount,Other/Unknown,ASSAULT - NON PHYSICAL,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,27.8,0,8.3
07,3600,Haymount,Other/Unknown,ASSAULT - SIMPLE DOMESTIC,6,17,13,23,24,19,24,16,16,9,7,2,11,8,13,21,25,20,6.7,22.2,177.8,127.3,273,250,194.4,55.6,305.6,694.4,186.1
07,3600,Haymount,Other/Unknown,ASSAULT - SIMPLE PHYSICAL,36,24,23,23,26,19,29,20,11,13,8,15,9,11,15,17,22,32,10.7,-30.8,69.2,144.4,106,361.1,222.2,416.7,250,611.1,297.2
07,3600,Haymount,Other/Unknown,COUNTERFEIT - BUY / RECEIVE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
07,3600,Haymount,Other/Unknown,COUNTERFEIT - POSSESSION / CONCEAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
07,3600,Haymount,Other/Unknown,COUNTERFEIT- UNDETERMINED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
07,3600,Haymount,Other/Unknown,EMBEZZLEMENT - ALL OTHER,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0.3,NA,NA,NA,233,0,27.8,0,0,27.8,8.3
07,3600,Haymount,Other/Unknown,FRAUD - CREDIT CARD / ATM,5,6,4,4,1,2,3,4,0,2,8,11,7,5,5,2,3,26,8.7,250,50,-57.1,-66,55.6,222.2,305.6,194.4,83.3,241.7
07,3600,Haymount,Other/Unknown,FRAUD - FALSE PRETENSE,3,3,5,1,3,5,7,9,5,3,4,4,8,7,4,3,4,16,5.3,166.7,33.3,-50,-25,83.3,111.1,111.1,222.2,111.1,147.2
07,3600,Haymount,Other/Unknown,FRAUD - IMPERSONATION,2,0,2,0,6,7,8,1,1,0,0,0,0,1,0,2,2,0,0,NA,NA,NA,NA,0,0,0,0,55.6,0
07,3600,Haymount,Other/Unknown,FRAUD - OTHER,4,2,2,5,6,3,6,0,0,2,1,0,0,1,4,4,6,1,0.3,-100,200,NA,1900,55.6,27.8,0,0,166.7,8.3
07,3600,Haymount,Other/Unknown,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,6,15,4,8,10,9,8,5,5,5,6,9,6,3,0,0,0,21,7,20,-100,-100,-100,138.9,166.7,250,166.7,0,194.4
07,3600,Haymount,Other/Unknown,OTHER - THREATENING PHONE CALL,1,0,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
07,3600,Haymount,Other/Unknown,SIMPLE ASLT ALL OTHER,2,6,6,1,2,6,2,4,4,3,0,0,0,1,0,0,0,0,0,-100,-100,NA,NA,83.3,0,0,0,0,0
07,3600,Haymount,Other/Unknown,STOLEN PROPERTY - POSSESSION,8,3,4,3,0,0,3,1,7,0,1,1,1,3,2,4,5,3,1,NA,NA,400,400,0,27.8,27.8,27.8,138.9,27.8
07,3600,Haymount,Other/Unknown,VANDALISM / DAMAGE TO PROPERTY,66,77,58,71,51,33,50,51,47,25,17,39,45,34,20,27,33,101,33.7,80,32,-26.7,-2,694.4,472.2,1083.3,1250,916.7,936.1
